340	2221	
2221	340	
361	1594	
1594	361	
197	944	
944	197	
137	482	
482	137	
600	2468	
2468	600	
378	2253	
2253	378	
1129	1798	
1798	1129	
637	1221	
1221	637	
10	1239	
1239	10	
1491	2072	
2072	1491	
773	1915	
1915	773	
54	1363	
1363	54	
622	1488	
1488	622	
1537	2054	
2054	1537	
1572	2167	
2167	1572	
325	364	
364	325	
367	1748	
1748	367	
1120	2265	
2265	1120	
2150	2574	
2574	2150	
807	1938	
1938	807	
544	1528	
1528	544	
832	993	
993	832	
1886	2091	
2091	1886	
1372	2533	
2533	1372	
1680	1857	
1857	1680	
1198	1493	
1493	1198	
809	2670	
2670	809	
971	2211	
2211	971	
813	1077	
1077	813	
687	2319	
2319	687	
1072	2328	
2328	1072	
758	1972	
1972	758	
610	2174	
2174	610	
844	1859	
1859	844	
111	989	
989	111	
963	1834	
1834	963	
1417	1650	
1650	1417	
887	2039	
2039	887	
1314	2613	
2613	1314	
8	1352	
1352	8	
1190	1501	
1501	1190	
768	1891	
1891	768	
36	1218	
1218	36	
713	1242	
1242	713	
1312	1725	
1725	1312	
562	1547	
1547	562	
381	1888	
1888	381	
103	661	
661	103	
2379	2642	
2642	2379	
2074	2316	
2316	2074	
1969	2184	
2184	1969	
1776	2397	
2397	1776	
171	1596	
1596	171	
64	280	
280	64	
911	1550	
1550	911	
1039	2296	
2296	1039	
1147	1820	
1820	1147	
432	1540	
1540	432	
1643	1746	
1746	1643	
2040	2211	
2211	2040	
247	2205	
2205	247	
963	2705	
2705	963	
1679	2335	
2335	1679	
2306	2473	
2473	2306	
10	2596	
2596	10	
1536	1818	
1818	1536	
1491	2149	
2149	1491	
1121	1468	
1468	1121	
278	2498	
2498	278	
923	2393	
2393	923	
593	1951	
1951	593	
1636	1857	
1857	1636	
219	923	
923	219	
1581	2591	
2591	1581	
945	2239	
2239	945	
1317	1416	
1416	1317	
85	2325	
2325	85	
1172	1801	
1801	1172	
788	804	
804	788	
68	348	
348	68	
2158	2425	
2425	2158	
193	2703	
2703	193	
253	1034	
1034	253	
1879	2181	
2181	1879	
204	2013	
2013	204	
257	2227	
2227	257	
574	2273	
2273	574	
429	826	
826	429	
2245	2572	
2572	2245	
878	2476	
2476	878	
2109	2524	
2524	2109	
1561	1662	
1662	1561	
3	1417	
1417	3	
1272	1868	
1868	1272	
616	1964	
1964	616	
894	1042	
1042	894	
1049	1610	
1610	1049	
1124	1804	
1804	1124	
1312	1681	
1681	1312	
377	1532	
1532	377	
563	2154	
2154	563	
93	1962	
1962	93	
824	1339	
1339	824	
1451	2357	
2357	1451	
1355	1463	
1463	1355	
308	686	
686	308	
1607	2112	
2112	1607	
2040	2357	
2357	2040	
189	1419	
1419	189	
1360	1978	
1978	1360	
656	1830	
1830	656	
1427	1454	
1454	1427	
1363	1965	
1965	1363	
459	2368	
2368	459	
1484	2650	
2650	1484	
2588	2627	
2627	2588	
1510	2095	
2095	1510	
130	1304	
1304	130	
1376	2583	
2583	1376	
956	1785	
1785	956	
584	1500	
1500	584	
874	974	
974	874	
692	1161	
1161	692	
149	1976	
1976	149	
1293	2367	
2367	1293	
957	1445	
1445	957	
657	1521	
1521	657	
311	740	
740	311	
207	816	
816	207	
391	2179	
2179	391	
1046	1122	
1122	1046	
948	2611	
2611	948	
121	525	
525	121	
853	1665	
1665	853	
357	2196	
2196	357	
1039	2657	
2657	1039	
784	917	
917	784	
969	2019	
2019	969	
578	1192	
1192	578	
341	1157	
1157	341	
987	2570	
2570	987	
534	660	
660	534	
654	2658	
2658	654	
227	2574	
2574	227	
1690	1701	
1701	1690	
1325	2166	
2166	1325	
566	1272	
1272	566	
419	2082	
2082	419	
661	2699	
2699	661	
1515	1910	
1910	1515	
191	2101	
2101	191	
1770	2205	
2205	1770	
1674	2619	
2619	1674	
414	2579	
2579	414	
38	2092	
2092	38	
96	2287	
2287	96	
284	2296	
2296	284	
608	613	
613	608	
123	1368	
1368	123	
763	1083	
1083	763	
478	789	
789	478	
1693	2479	
2479	1693	
448	705	
705	448	
55	608	
608	55	
788	2395	
2395	788	
1190	1478	
1478	1190	
259	1869	
1869	259	
297	1038	
1038	297	
135	2349	
2349	135	
901	1353	
1353	901	
23	533	
533	23	
1649	2037	
2037	1649	
568	1277	
1277	568	
70	1220	
1220	70	
282	1479	
1479	282	
57	1848	
1848	57	
992	1081	
1081	992	
455	1788	
1788	455	
100	826	
826	100	
316	1912	
1912	316	
1140	1845	
1845	1140	
1883	2677	
2677	1883	
165	905	
905	165	
1456	1995	
1995	1456	
1198	1768	
1768	1198	
1832	2501	
2501	1832	
293	1787	
1787	293	
400	1081	
1081	400	
196	2247	
2247	196	
1008	2170	
2170	1008	
549	1268	
1268	549	
52	657	
657	52	
282	778	
778	282	
908	1190	
1190	908	
578	937	
937	578	
424	2111	
2111	424	
1562	1578	
1578	1562	
274	2661	
2661	274	
1587	1983	
1983	1587	
531	1587	
1587	531	
979	2150	
2150	979	
255	2462	
2462	255	
142	160	
160	142	
965	1401	
1401	965	
776	1982	
1982	776	
157	2246	
2246	157	
2356	2515	
2515	2356	
1690	1794	
1794	1690	
930	1933	
1933	930	
1007	1952	
1952	1007	
1328	1822	
1822	1328	
36	1122	
1122	36	
255	1117	
1117	255	
90	2617	
2617	90	
259	1022	
1022	259	
893	1989	
1989	893	
1224	2515	
2515	1224	
248	1489	
1489	248	
1399	2344	
2344	1399	
884	1389	
1389	884	
1289	2596	
2596	1289	
792	2268	
2268	792	
810	1921	
1921	810	
2277	2424	
2424	2277	
683	2510	
2510	683	
437	1231	
