251	1136	
1136	251	
900	941	
941	900	
96	948	
948	96	
372	393	
393	372	
378	982	
982	378	
30	632	
632	30	
201	944	
944	201	
206	577	
577	206	
246	810	
810	246	
86	763	
763	86	
125	339	
339	125	
614	704	
704	614	
844	1131	
1131	844	
90	230	
230	90	
180	621	
621	180	
50	610	
610	50	
566	1005	
1005	566	
6	1011	
1011	6	
1157	1164	
1164	1157	
322	712	
712	322	
19	472	
472	19	
17	196	
196	17	
297	447	
447	297	
537	828	
828	537	
778	948	
948	778	
368	379	
379	368	
353	907	
907	353	
469	1089	
1089	469	
232	454	
454	232	
56	1071	
1071	56	
80	460	
460	80	
197	793	
793	197	
41	149	
149	41	
429	952	
952	429	
495	556	
556	495	
83	688	
688	83	
312	855	
855	312	
882	893	
893	882	
446	992	
992	446	
695	847	
847	695	
506	856	
856	506	
27	839	
839	27	
604	1116	
1116	604	
159	579	
579	159	
615	949	
949	615	
130	328	
328	130	
61	220	
220	61	
877	1076	
1076	877	
57	561	
561	57	
39	1002	
1002	39	
18	473	
473	18	
189	978	
978	189	
214	666	
666	214	
348	1061	
1061	348	
432	1124	
1124	432	
331	519	
519	331	
88	1075	
1075	88	
446	509	
509	446	
826	1150	
1150	826	
46	717	
717	46	
981	1062	
1062	981	
460	810	
810	460	
596	996	
996	596	
529	814	
814	529	
390	1087	
1087	390	
335	877	
877	335	
330	1044	
1044	330	
828	1029	
1029	828	
815	1128	
1128	815	
783	892	
892	783	
10	801	
801	10	
97	358	
358	97	
70	779	
779	70	
917	1121	
1121	917	
589	789	
789	589	
698	883	
883	698	
752	1035	
1035	752	
135	590	
590	135	
191	450	
450	191	
494	518	
518	494	
1043	1139	
1139	1043	
45	720	
720	45	
521	828	
828	521	
537	674	
674	537	
468	763	
763	468	
561	770	
770	561	
220	713	
713	220	
656	1087	
1087	656	
952	1150	
1150	952	
294	407	
407	294	
716	773	
773	716	
73	930	
930	73	
729	754	
754	729	
747	1002	
1002	747	
122	1136	
1136	122	
455	985	
985	455	
70	940	
940	70	
691	741	
741	691	
20	1158	
1158	20	
319	561	
561	319	
384	439	
439	384	
163	1074	
1074	163	
990	1118	
1118	990	
305	531	
531	305	
325	718	
718	325	
951	1093	
1093	951	
651	684	
684	651	
718	805	
805	718	
476	490	
490	476	
5	326	
326	5	
347	701	
701	347	
541	1137	
1137	541	
30	57	
57	30	
987	1017	
1017	987	
527	918	
918	527	
944	1134	
1134	944	
538	1001	
1001	538	
357	450	
450	357	
544	794	
794	544	
204	704	
704	204	
565	755	
755	565	
580	884	
884	580	
436	680	
680	436	
116	397	
397	116	
73	134	
134	73	
181	512	
512	181	
152	750	
750	152	
164	886	
886	164	
146	751	
751	146	
123	232	
232	123	
85	434	
434	85	
120	1166	
1166	120	
171	446	
446	171	
424	690	
690	424	
941	1075	
1075	941	
191	543	
543	191	
746	1012	
1012	746	
149	484	
484	149	
290	337	
337	290	
710	1129	
1129	710	
66	1044	
1044	66	
636	987	
987	636	
119	277	
277	119	
14	309	
309	14	
266	476	
476	266	
355	1168	
1168	355	
908	1045	
1045	908	
115	620	
620	115	
404	549	
549	404	
798	1041	
1041	798	
273	495	
495	273	
559	845	
845	559	
182	1032	
1032	182	
332	378	
378	332	
1032	1098	
1098	1032	
272	632	
632	272	
421	1101	
1101	421	
207	264	
264	207	
543	1146	
1146	543	
386	903	
903	386	
292	307	
307	292	
788	1026	
1026	788	
468	532	
532	468	
279	410	
410	279	
609	690	
690	609	
507	1078	
1078	507	
450	1146	
1146	450	
108	408	
408	108	
346	1039	
1039	346	
417	627	
627	417	
1	996	
996	1	
548	1020	
1020	548	
835	1037	
1037	835	
437	925	
925	437	
139	910	
910	139	
463	1069	
1069	463	
695	1087	
1087	695	
700	978	
978	700	
335	667	
667	335	
318	1173	
1173	318	
778	839	
839	778	
650	766	
766	650	
85	375	
375	85	
37	89	
89	37	
425	1053	
1053	425	
626	1154	
1154	626	
282	938	
938	282	
77	114	
114	77	
471	646	
646	471	
570	926	
926	570	
282	797	
797	282	
330	454	
454	330	
248	660	
660	248	
56	690	
690	56	
510	545	
545	510	
905	963	
963	905	
39	601	
601	39	
260	848	
848	260	
212	362	
362	212	
913	1040	
1040	913	
679	1047	
1047	679	
524	617	
617	524	
73	88	
88	73	
306	374	
374	306	
60	309	
309	60	
194	1045	
1045	194	
25	1130	
1130	25	
388	677	
677	388	
540	631	
631	540	
89	210	
210	89	
89	949	
949	89	
143	886	
886	143	
649	927	
927	649	
451	1107	
1107	451	
333	1117	
1117	333	
428	753	
753	428	
116	927	
927	116	
3	1137	
1137	3	
874	947	
947	874	
430	653	
653	430	
544	913	
913	544	
298	823	
823	298	
412	443	
443	412	
229	613	
613	229	
329	856	
856	329	
286	639	
639	286	
9	564	
564	9	
944	1076	
1076	944	
550	936	
936	550	
9	310	
310	9	
193	373	
373	193	
90	412	
412	90	
477	908	
908	477	
573	914	
914	573	
488	917	
917	488	
777	868	
868	777	
729	1106	
1106	729	
205	325	
325	205	
965	1090	
1090	965	
215	735	
735	215	
827	1043	
1043	827	
461	764	
764	461	
88	134	
134	88	
47	820	
820	47	
272	671	
671	272	
127	253	
253	127	
162	1021	
1021	162	
52	156	
156	52	
293	772	
772	293	
134	479	
479	134	
289	300	
300	289	
653	1073	
1073	653	
834	1073	
1073	834	
1083	1128	
1128	1083	
412	798	
798	412	
532	1111	
1111	532	
7	454	
454	7	
578	848	
848	578	
642	716	
716	642	
134	645	
645	134	
111	1145	
1145	111	
153	385	
385	153	
912	1131	
1131	912	
543	946	
946	543	
533	1039	
1039	533	
255	358	
358	255	
618	1135	
1135	618	
382	662	
662	382	
398	690	
690	398	
372	499	
499	372	
317	396	
396	317	
853	976	
976	853	
281	382	
382	281	
101	289	
289	101	
210	285	
285	210	
143	783	
783	143	
1040	1077	
1077	1040	
339	746	
746	339	
194	342	
342	194	
57	761	
761	57	
546	1085	
1085	546	
399	897	
897	399	
346	1087	
1087	346	
232	520	
520	232	
210	1096	
1096	210	
109	712	
712	109	
75	554	
554	75	
637	698	
698	637	
132	372	
372	132	
418	1133	
1133	418	
932	1008	
1008	932	
923	1018	
1018	923	
299	1002	
1002	299	
683	691	
691	683	
830	1065	
1065	830	
135	713	
713	135	
31	252	
252	31	
268	555	
555	268	
595	1169	
1169	595	
230	528	
528	230	
36	495	
495	36	
35	376	
376	35	
288	612	
612	288	
385	705	
705	385	
388	652	
652	388	
419	596	
596	419	
676	928	
928	676	
253	700	
700	253	
501	991	
991	501	
729	1075	
1075	729	
392	427	
427	392	
17	423	
423	17	
390	839	
839	390	
407	515	
515	407	
201	1055	
1055	201	
17	733	
733	17	
230	664	
664	230	
67	870	
870	67	
494	759	
759	494	
303	999	
999	303	
582	1173	
1173	582	
203	821	
821	203	
147	881	
881	147	
463	1038	
1038	463	
480	1046	
1046	480	
102	998	
998	102	
438	640	
640	438	
333	1082	
1082	333	
180	610	
610	180	
191	899	
899	191	
113	967	
967	113	
16	873	
873	16	
756	998	
998	756	
168	1143	
1143	168	
289	1028	
1028	289	
549	1063	
1063	549	
599	889	
889	599	
64	565	
565	64	
693	942	
942	693	
595	769	
769	595	
0	420	
420	0	
1	978	
978	1	
28	1029	
1029	28	
249	974	
974	249	
48	420	
420	48	
252	1129	
1129	252	
609	666	
666	609	
82	624	
624	82	
255	791	
791	255	
812	1139	
1139	812	
160	683	
683	160	
450	652	
652	450	
301	544	
544	301	
256	796	
796	256	
900	1080	
1080	900	
220	965	
965	220	
87	972	
972	87	
723	846	
846	723	
829	1122	
1122	829	
12	333	
333	12	
754	756	
756	754	
403	1135	
1135	403	
820	925	
925	820	
385	949	
949	385	
496	609	
609	496	
401	612	
612	401	
348	753	
753	348	
65	666	
666	65	
429	448	
448	429	
703	955	
955	703	
426	438	
438	426	
798	1110	
1110	798	
258	467	
467	258	
910	1009	
1009	910	
623	718	
718	623	
405	722	
722	405	
376	925	
925	376	
219	1064	
1064	219	
271	756	
756	271	
327	371	
371	327	
271	1059	
1059	271	
787	967	
967	787	
464	507	
507	464	
76	859	
859	76	
781	945	
945	781	
454	918	
918	454	
62	626	
626	62	
234	863	
863	234	
0	36	
36	0	
675	983	
983	675	
360	443	
443	360	
568	762	
762	568	
335	775	
775	335	
18	213	
213	18	
2	433	
433	2	
159	791	
791	159	
46	291	
291	46	
153	650	
650	153	
349	947	
947	349	
346	473	
473	346	
138	334	
334	138	
504	1046	
1046	504	
157	761	
761	157	
398	655	
655	398	
444	496	
496	444	
194	280	
280	194	
485	912	
912	485	
626	787	
787	626	
192	894	
894	192	
253	780	
780	253	
381	1144	
1144	381	
463	897	
897	463	
705	773	
773	705	
191	302	
302	191	
627	846	
846	627	
175	339	
339	175	
203	721	
721	203	
577	1166	
1166	577	
26	712	
712	26	
49	59	
59	49	
268	467	
467	268	
72	451	
451	72	
338	685	
685	338	
239	1108	
1108	239	
745	995	
995	745	
579	612	
612	579	
761	1057	
1057	761	
731	790	
790	731	
113	803	
803	113	
320	755	
755	320	
268	1065	
1065	268	
460	668	
668	460	
892	896	
896	892	
76	501	
501	76	
203	802	
802	203	
45	535	
535	45	
553	1158	
1158	553	
507	804	
804	507	
23	471	
471	23	
952	1012	
1012	952	
62	647	
647	62	
783	1038	
1038	783	
145	894	
894	145	
715	784	
784	715	
116	878	
878	116	
636	1131	
1131	636	
669	1112	
1112	669	
307	1055	
1055	307	
353	662	
662	353	
114	992	
992	114	
98	457	
457	98	
448	599	
599	448	
429	824	
824	429	
631	840	
840	631	
32	178	
178	32	
256	286	
286	256	
219	835	
835	219	
590	1089	
1089	590	
381	913	
913	381	
449	684	
684	449	
52	629	
629	52	
9	568	
568	9	
268	329	
329	268	
153	241	
241	153	
1108	1143	
1143	1108	
153	1089	
1089	153	
21	68	
68	21	
764	885	
885	764	
652	1013	
1013	652	
412	1140	
1140	412	
378	513	
513	378	
714	825	
825	714	
19	581	
581	19	
172	676	
676	172	
142	1155	
1155	142	
387	547	
547	387	
645	1166	
1166	645	
194	354	
354	194	
295	615	
615	295	
608	943	
943	608	
96	296	
296	96	
1097	1110	
1110	1097	
927	1087	
1087	927	
50	809	
809	50	
918	937	
937	918	
172	587	
587	172	
140	730	
730	140	
1	772	
772	1	
401	825	
825	401	
23	156	
156	23	
187	391	
391	187	
164	979	
979	164	
239	666	
666	239	
328	513	
513	328	
204	415	
415	204	
494	977	
977	494	
162	655	
655	162	
142	349	
349	142	
36	516	
516	36	
603	1130	
1130	603	
46	863	
863	46	
736	888	
888	736	
419	1060	
1060	419	
544	1120	
1120	544	
278	682	
682	278	
315	574	
574	315	
170	401	
401	170	
73	619	
619	73	
391	1092	
1092	391	
255	814	
814	255	
721	732	
732	721	
368	1082	
1082	368	
94	588	
588	94	
169	1076	
1076	169	
919	934	
934	919	
341	528	
528	341	
837	889	
889	837	
2	368	
368	2	
50	239	
239	50	
586	896	
896	586	
167	1113	
1113	167	
195	461	
461	195	
81	1045	
1045	81	
155	382	
382	155	
672	816	
816	672	
437	1030	
1030	437	
499	724	
724	499	
432	524	
524	432	
16	673	
673	16	
101	1058	
1058	101	
737	1094	
1094	737	
870	914	
914	870	
534	701	
701	534	
809	1067	
1067	809	
894	1089	
1089	894	
219	787	
787	219	
218	440	
440	218	
536	900	
900	536	
120	506	
506	120	
175	593	
593	175	
488	865	
865	488	
351	418	
418	351	
63	1041	
1041	63	
222	1142	
1142	222	
952	981	
981	952	
236	888	
888	236	
1116	1140	
1140	1116	
62	467	
467	62	
537	604	
604	537	
407	1048	
1048	407	
233	805	
805	233	
86	535	
535	86	
48	219	
219	48	
388	805	
805	388	
95	995	
995	95	
552	1061	
1061	552	
888	1072	
1072	888	
299	750	
750	299	
694	1033	
1033	694	
727	1156	
1156	727	
346	905	
905	346	
58	593	
593	58	
265	701	
701	265	
355	1048	
1048	355	
850	1071	
1071	850	
195	712	
712	195	
203	222	
222	203	
1150	1159	
1159	1150	
513	836	
836	513	
958	1168	
1168	958	
88	920	
920	88	
207	436	
436	207	
599	955	
955	599	
569	1025	
1025	569	
99	696	
696	99	
117	933	
933	117	
737	971	
971	737	
697	920	
920	697	
506	1107	
1107	506	
507	606	
606	507	
66	904	
904	66	
281	1009	
1009	281	
354	821	
821	354	
85	373	
373	85	
196	412	
412	196	
561	851	
851	561	
231	347	
347	231	
294	884	
884	294	
749	1134	
1134	749	
141	973	
973	141	
191	773	
773	191	
15	604	
604	15	
572	604	
604	572	
207	1098	
1098	207	
319	1162	
1162	319	
44	1085	
1085	44	
268	547	
547	268	
38	941	
941	38	
326	576	
576	326	
55	628	
628	55	
333	982	
982	333	
646	888	
888	646	
122	269	
269	122	
453	768	
768	453	
628	793	
793	628	
380	977	
977	380	
111	867	
867	111	
255	841	
841	255	
463	786	
786	463	
213	1034	
1034	213	
44	301	
301	44	
169	701	
701	169	
415	601	
601	415	
683	1057	
1057	683	
161	456	
456	161	
287	434	
434	287	
487	832	
832	487	
86	1124	
1124	86	
116	796	
796	116	
660	732	
732	660	
556	882	
882	556	
383	1106	
1106	383	
566	1023	
1023	566	
754	1069	
1069	754	
318	460	
460	318	
427	1031	
1031	427	
90	1135	
1135	90	
62	356	
356	62	
172	626	
626	172	
217	232	
232	217	
877	952	
952	877	
696	754	
754	696	
114	187	
187	114	
553	862	
862	553	
160	539	
539	160	
548	745	
745	548	
131	957	
957	131	
24	240	
240	24	
163	217	
217	163	
377	686	
686	377	
289	746	
746	289	
198	713	
713	198	
498	1137	
1137	498	
416	825	
825	416	
602	931	
931	602	
102	544	
544	102	
588	777	
777	588	
73	1139	
1139	73	
782	1105	
1105	782	
995	1019	
1019	995	
232	571	
571	232	
341	535	
535	341	
617	774	
774	617	
376	448	
448	376	
214	630	
630	214	
92	451	
451	92	
567	951	
951	567	
